Product Family,Product Of (Primary Service),Primary Service Category,Product Vendor,Internal Product Name,Pricing Methodology,Proposal Product Name,MeridianLink Consumer Discount Module (Y/N),One Time Fee,NSItemID - OneTime,Annual Fee,NSItemID-Annual,Per Transaction Fee,NSItemID-Transaction,NSItemID-Overage,NSItemID-Commitment,Managed Services ACV (Y/N),Monthly Minimum Commitment ($),Internal Notes for Sales,External Notes for Customer, Product Description ,Additional Accounting Items to Add," Logic
[e.g., 1 AND (2 OR 3)] "," Constraint #1
Dependent or Exclusion "," Constraint #1
Description (Please Explain) "," Constraint #2
Dependent or Exclusion "," Constraint #2
Description (Please Explain) "," Constraint #3
Dependent or Exclusion "," Constraint #3
Description (Please Explain) "," Constraint #4
Dependent or Exclusion "," Constraint #4
Description (Please Explain) ",Other Monthly Fee,Capability Line Level,Add On Type,Tier Name,Tier Level,Tier Minimum,Tier Maximum,Product Category
Origination - Consumer,DecisionLender4,Primary Service,MeridianLink,"DecisionLender Indirect Lending - Essentials Tier 03 (4,000-7,999 apps)",App Commitment / Mon,DecisionLender - Indirect Lending Module,N,11750.0,TCI-0166,,,3.85,TCI-0267,TCI-0267,TCI-0287,N,15400.0,,,,,,,,,,,,,,,Primary Service,,DecisionLender Indirect Lending - Essentials ,Tier 3,4000.0,7999.0,Primary Product
Origination - Consumer,DecisionLender4,Primary Service,MeridianLink,"DecisionLender Indirect Lending - Essentials Tier 04 (3,000-3,999)",App Commitment / Mon,DecisionLender - Indirect Lending Module,N,11750.0,TCI-0166,,,4.15,TCI-0267,TCI-0267,TCI-0287,N,12450.0,,,,,,,,,,,,,,,Primary Service,,DecisionLender Indirect Lending - Essentials ,Tier 4,3000.0,3999.0,Primary Product
Origination - Consumer,DecisionLender4,Primary Service,MeridianLink,"DecisionLender Indirect Lending - Essentials Tier 05 (2,500-2,999 apps)",App Commitment / Mon,DecisionLender - Indirect Lending Module,N,11750.0,TCI-0166,,,4.45,TCI-0267,TCI-0267,TCI-0287,N,11125.0,,,,,,,,,,,,,,,Primary Service,,DecisionLender Indirect Lending - Essentials ,Tier 5,2500.0,2999.0,Primary Product
Origination - Consumer,DecisionLender4,Primary Service,MeridianLink,"DecisionLender Indirect Lending - Essentials Tier 06 (1,000-2,499 apps)",App Commitment / Mon,DecisionLender - Indirect Lending Module,N,11750.0,TCI-0166,,,5.05,TCI-0267,TCI-0267,TCI-0287,N,5050.0,,,,,,,,,,,,,,,Primary Service,,DecisionLender Indirect Lending - Essentials ,Tier 6,1000.0,2499.0,Primary Product
Origination - Consumer,DecisionLender4,Primary Service,MeridianLink,DecisionLender Indirect Lending - Essentials Tier 07 (750-999 apps),App Commitment / Mon,DecisionLender - Indirect Lending Module,N,11750.0,TCI-0166,,,5.75,TCI-0267,TCI-0267,TCI-0287,N,4312.5,,,,,,,,,,,,,,,Primary Service,,DecisionLender Indirect Lending - Essentials ,Tier 7,750.0,999.0,Primary Product
Origination - Consumer,DecisionLender4,Primary Service,MeridianLink,DecisionLender Indirect Lending - Essentials Tier 08 (500-749 apps),App Commitment / Mon,DecisionLender - Indirect Lending Module,N,11750.0,TCI-0166,,,5.85,TCI-0267,TCI-0267,TCI-0287,N,2925.0,,,,,,,,,,,,,,,Primary Service,,DecisionLender Indirect Lending - Essentials ,Tier 8,500.0,749.0,Primary Product
Origination - Consumer,DecisionLender4,Primary Service,MeridianLink,DecisionLender Indirect Lending - Essentials Tier 09 (250-499 apps),App Commitment / Mon,DecisionLender - Indirect Lending Module,N,11750.0,TCI-0166,,,6.7,TCI-0267,TCI-0267,TCI-0287,N,1675.0,,,,,,,,,,,,,,,Primary Service,,DecisionLender Indirect Lending - Essentials ,Tier 9,250.0,499.0,Primary Product
Origination - Consumer,DecisionLender4,Primary Service,MeridianLink,"DecisionLender Indirect Lending - Select Tier 1 (15,000+ apps)",App Commitment / Mon,DecisionLender - Indirect Lending Module,N,46750.0,TCI-0166,,,3.25,TCI-0267,TCI-0267,TCI-0287,N,48750.0,,,,,,,,,,,,,,,Primary Service,,DecisionLender Indirect Lending - Select ,Tier 1,15000.0,0.0,Primary Product
Origination - Consumer,DecisionLender4,Primary Service,MeridianLink,"DecisionLender Indirect Lending - Select Tier 2 (8,000-14,999 apps)",App Commitment / Mon,DecisionLender - Indirect Lending Module,N,46750.0,TCI-0166,,,3.4,TCI-0267,TCI-0267,TCI-0287,N,27200.0,,,,,,,,,,,,,,,Primary Service,,DecisionLender Indirect Lending - Select ,Tier 2,8000.0,14999.0,Primary Product
Origination - Consumer,DecisionLender4,Primary Service,MeridianLink,"DecisionLender Indirect Lending - Select Tier 3 (4,000-7,999 apps)",App Commitment / Mon,DecisionLender - Indirect Lending Module,N,46750.0,TCI-0166,,,3.85,TCI-0267,TCI-0267,TCI-0287,N,15400.0,,,,,,,,,,,,,,,Primary Service,,DecisionLender Indirect Lending - Select ,Tier 3,4000.0,7999.0,Primary Product
Origination - Consumer,DecisionLender4,Primary Service,MeridianLink,"DecisionLender Indirect Lending - Select Tier 4 (3,000-3,999 apps)",App Commitment / Mon,DecisionLender - Indirect Lending Module,N,46750.0,TCI-0166,,,4.15,TCI-0267,TCI-0267,TCI-0287,N,12450.0,,,,,,,,,,,,,,,Primary Service,,DecisionLender Indirect Lending - Select ,Tier 4,3000.0,3999.0,Primary Product
Origination - Consumer,DecisionLender4,Primary Service,MeridianLink,"DecisionLender Indirect Lending - Select Tier 5 (2,500-2,999 apps)",App Commitment / Mon,DecisionLender - Indirect Lending Module,N,46750.0,TCI-0166,,,4.45,TCI-0267,TCI-0267,TCI-0287,N,11125.0,,,,,,,,,,,,,,,Primary Service,,DecisionLender Indirect Lending - Select ,Tier 5,2500.0,2999.0,Primary Product
Origination - Consumer,DecisionLender4,Primary Service,MeridianLink,"DecisionLender Indirect Lending - Select Tier 6 (1,000-2,499 apps)",App Commitment / Mon,DecisionLender - Indirect Lending Module,N,46750.0,TCI-0166,,,5.05,TCI-0267,TCI-0267,TCI-0287,N,5050.0,,,,,,,,,,,,,,,Primary Service,,DecisionLender Indirect Lending - Select ,Tier 6,1000.0,2499.0,Primary Product
Origination - Consumer,DecisionLender4,Primary Service,MeridianLink,DecisionLender Indirect Lending - Select Tier 7 (750-999 apps),App Commitment / Mon,DecisionLender - Indirect Lending Module,N,46750.0,TCI-0166,,,5.75,TCI-0267,TCI-0267,TCI-0287,N,4312.5,,,,,,,,,,,,,,,Primary Service,,DecisionLender Indirect Lending - Select ,Tier 7,750.0,999.0,Primary Product
Origination - Consumer,DecisionLender4,Primary Service,MeridianLink,DecisionLender Indirect Lending - Select Tier 8 (500-749 apps),App Commitment / Mon,DecisionLender - Indirect Lending Module,N,46750.0,TCI-0166,,,5.85,TCI-0267,TCI-0267,TCI-0287,N,2925.0,,,,,,,,,,,,,,,Primary Service,,DecisionLender Indirect Lending - Select ,Tier 8,500.0,749.0,Primary Product
Origination - Consumer,DecisionLender4,Primary Service,MeridianLink,DL4 - Consumer Module,App Commitment / Mon,DecisionLender - Direct Consumer Module,N,31500.0,TCI-0148,,,13.9,TCI-0242,TCI-0242,TCI-0253,N,2780.0,"Cross-sell setup included. For business loans, contact product before selling.",,,,,,,,,,,,,,Primary Service,,DL4 - Consumer Module,,,,Primary Product
Origination - Consumer,DecisionLender4,Primary Service,MeridianLink,DL4 - Home Equity Module,App Commitment / Mon,DecisionLender - Home Equity Module,N,23500.0,TCI-0159,,,22.65,TCI-0286,TCI-0286,TCI-0285,N,2265.0,Approval required from Product Lead.  ,,,,,,,,,,,,,,Primary Service,,DL4 - Home Equity Module,,,,Primary Product
SHARED,DecisionLender4,Add On - Ancillary Service,Glia,Glia Integration,Standard,Glia Integration,N,1775.0,SHARED-0391,675.0,SHARED-0389,,,,,N,,,,,,,,,,,,,,,,Consumer & Digital Engagement,Ancillary Service,Glia Integration,,,,Add Ons
SHARED,DecisionLender4,Add On - Ancillary Service,Lightico,Lightico,Standard,Lightico,N,3400.0,SHARED-0417,2400.0,SHARED-0414,,,,,,,Client needs to sign contract with vendor,,,,,,,,,,,,,,Automation & Integration,Ancillary Service,Lightico,,,,Add Ons
SHARED,DecisionLender4,Add On - Ancillary Service,Solutions by Text,Solutions by Text,Standard,Solutions by Text,N,3400.0,SHARED-0415,2400.0,SHARED-0416,,,,,,,Client needs to sign contract with vendor,,,,,,,,,,,,,,Consumer & Digital Engagement,Ancillary Service,Solutions by Text,,,,Add Ons
SHARED,DecisionLender4,Add On - Consumer Portal,Access Softek,AccesSoftek SSO,Standard,AccesSoftek SSO,N,1975.0,SHARED-0322,4700.0,SHARED-0267,,,,,,,,,,,,,,,,,,,,,Consumer & Digital Engagement,Consumer Portal,AccesSoftek SSO,,,,Add Ons
SHARED,DecisionLender4,Add On - Consumer Portal,Banno,Banno Home Banking SSO,Standard,Banno Home Banking,N,1975.0,SHARED-0325,4700.0,SHARED-0270,,,,,,,,,,,,,,,,,,,,,Consumer & Digital Engagement,Consumer Portal,Banno Home Banking SSO,,,,Add Ons
SHARED,DecisionLender4,Add On - Consumer Portal,NCR Corporation,Digital Insight SSO,Standard,Digital Insight SSO,N,1975.0,SHARED-0329,4700.0,SHARED-0274,,,,,,,,,,,,,,,,,,,,,Not Mapped,Consumer Portal,Digital Insight SSO,,,,Add Ons
SHARED,DecisionLender4,Add On - Consumer Portal,Equifax,Equifax InstaTouch,Standard,Equifax InstaTouch,N,2125.0,SHARED-0030,,,,,,,N,,,,,,,,,,,,,,,,Fraud & Verification,Consumer Portal,Equifax InstaTouch,,,,Add Ons
SHARED,DecisionLender4,Add On - Consumer Portal,JHA,Net Teller SSO,Standard,Net Teller SSO,N,1975.0,SHARED-0333,4700.0,SHARED-0278,,,,,,,,,,,,,,,,,,,,,Not Mapped,Consumer Portal,Net Teller SSO,,,,Add Ons
SHARED,DecisionLender4,Add On - Core Integration,CUAnswers,CUBase (DecisionLender),Standard,CUBase,N,17000.0,SHARED-0315,10250.0,SHARED-0260,,,,,N,,https://mlintranet.meridianlink.com/display/LPQ/Major+Core+Features,,,,,,,,,,,,,,Essential Systems,Core Integration,CUBase (DecisionLender),,,,Add Ons
SHARED,DecisionLender4,Add On - Core Integration,CULA,CULA Seamless Integration,Standard,CULA Seamless Integration,N,4600.0,SHARED-0216,4500.0,SHARED-0143,,,,,,,This is only Appliable for client with a auto Leasing loan type,,,,1,Dependent,Indirect or direct module,,,,,,,,Consumer & Digital Engagement,Core Integration,CULA Seamless Integration,,,,Add Ons
SHARED,DecisionLender4,Add On - Core Integration,DealPack,DealPack Export,Standard,DealPack Export,N,17000.0,SHARED-0205,10250.0,SHARED-0188,,,,,,,,,,,,,,,,,,,,,Not Mapped,Core Integration,DealPack Export,,,,Add Ons
SHARED,DecisionLender4,Add On - Core Integration,Finastra,Finastra Application Exchange Interface,Standard,Finastra Application Exchange Interface,N,17000.0,SHARED-0170,10250.0,SHARED-0196,,,,,N,,,,,,,,,,,,,,,,Essential Systems,Core Integration,Finastra Application Exchange Interface,,,,Add Ons
SHARED,DecisionLender4,Add On - Debit Bureau,FIS,FIS ChexSystems (QualiFile Debit Bureau) (DecisionLender),Standard,ChexSystems,N,4100.0,SHARED-0206,2400.0,SHARED-0191,0.0,SHARED-0553,,,,,"Service already offered, we are separating Consumer and DecisionLender",,,,,,,,,,,,,,Fraud & Verification,Debit Bureau,FIS ChexSystems (QualiFile Debit Bureau) (DecisionLender),,,,Add Ons
SHARED,DecisionLender4,ADD On - Core Integration,FIS,FIS - Credit Card Export,Standard,Credit Card Export,N,5750.0,SHARED-0187,2400.0,SHARED-0175,,,,,,,,,,,,,,,,,,,,,Essential Services,Core Integration,FIS - Credit Card Export,,,,Add Ons
SHARED,DecisionLender4,Add On - Core Integration,Fiserv,Fiserv Premier (DecisionLender),Standard,Fiserv Premier,N,17000.0,SHARED-0309,10250.0,SHARED-0254,,,,,N,,https://meridianlink365.sharepoint.com/:x:/s/TeamLPQDevsSIE/EVVbYPuz7cRMnXlkV7a-8w8Bwy6SG57uB-mWdKuVe9JM7g?e=l3pbou&isSPOFile=1,,,,,,,,,,,,,,Essential Systems,Core Integration,Fiserv Premier (DecisionLender),,,,Add Ons
SHARED,DecisionLender4,Add On - Core Integration,Goldpoint Systems (GPS) ,Goldpoint,Standard,GPS Interface,N,17000.0,SHARED-0154,10250.0,SHARED-0164,,,,,,,,,,,,,,,,,,,,,Essential Systems,Core Integration,Goldpoint,,,,Add Ons
SHARED,DecisionLender4,Add On - Core Integration,Lowenstein ,Lowenstein Export,Standard,Lowenstein export,N,17000.0,SHARED-0178,10250.0,SHARED-0193,,,,,,,"Support for standard export, Fiserv DNA and Jack Henry Silverlake interface",,,,,,,,,,,,,,Automation & Integration,Core Integration,Lowenstein Export,,,,Add Ons
SHARED,DecisionLender4,Add On - Core Integration,Megasys,Megasys Export,Standard,Megasys Export,N,17000.0,SHARED-0165,10250.0,SHARED-0212,,,,,,,,,,,,,,,,,,,,,Not Mapped,Core Integration,Megasys Export,,,,Add Ons
SHARED,DecisionLender4,Add On - Core Integration,Nortridge,Nortridge NLS Export,Standard,Nortridge Export,N,17000.0,SHARED-0223,10250.0,SHARED-0221,,,,,,,,,,,,,,,,,,,,,Essential Systems,Core Integration,Nortridge NLS Export,,,,Add Ons
SHARED,DecisionLender4,Add On - Core Integration,FiServ,Fiserv Portico (DecisionLender),Standard,Fiserv Portico Interface,N,17000.0,SHARED-0304,10250.0,SHARED-0249,,,,,,,,,,,,,,,,,,,,,Essential Systems,Core Integration,Fiserv Portico (DecisionLender),,,,Add Ons
SHARED,DecisionLender4,Add On - Core Integration,Share Tech Export,Share Tech Export,Standard,Share Tech Export ,N,17000.0,SHARED-0155,10250.0,SHARED-0213,,,,,,,,,,,,,,,,,,,,,Essential Systems,Core Integration,Share Tech Export,,,,Add Ons
SHARED,DecisionLender4,Add On - Core Integration,Shaw Solutions ,Shaw Solutions,Standard,Shaw Solutions Spectrum ,N,17000.0,SHARED-0227,10250.0,SHARED-0189,,,,,,,,,,,,,,,,,,,,,Not Mapped,Core Integration,Shaw Solutions,,,,Add Ons
SHARED,DecisionLender4,Add On - Core Integration,Jack Henry ,Symitar Core Conversion (DecisionLender),Standard,Symitar SymConnect,N,17000.0,SHARED-0320,10250.0,SHARED-0265,,,,,,,,,,,,,,,,,,,,,Essential Systems,Core Integration,Symitar Core Conversion (DecisionLender),,,,Add Ons
SHARED,DecisionLender4,Add On - Credit Card Processor,Velera,Velera (Credit Card),Standard,Velera (Credit Card),N,5750.0,SHARED-0156,2400.0,SHARED-0147,,,,,,,,,,,,,,,,,,,,,Essential Services,Credit Card Processor,Velera (Credit Card),,,,Add Ons
SHARED,DecisionLender4,Add On - Custom,MeridianLink,Custom Product - Annual (DecisionLender),Standard,Custom Product - Annual,N,-1234.0,SHARED-0097,-1234.0,SHARED-0018,,,,,N,,Quote pricing.  Price is not actually -$1234.00,,,,,,,,,,,,,,Other,Custom,Custom Product or Service - annual (DecisionLender),,,,Add Ons
SHARED,DecisionLender4,Add On - Custom,MeridianLink,Custom Service - Flat Fee (DecisionLender),Standard,Custom Service - Flat Fee ,N,-1234.0,SHARED-0002,,,,,,,N,,Quote pricing.  Price is not actually -$1234.00,,,,,,,,,,,,,,Recurring Consulting Services,Custom,Custom Product or Service - flat fee (DecisionLender),,,,Add Ons
SHARED,DecisionLender4,Add On - Custom,MeridianLink,Custom Service - Hourly (DecisionLender),Hourly,Custom Service - Hourly,N,-1234.0,SHARED-0003,,,,,,,N,,Quote pricing.  Price is not actually -$1234.00,,,,,,,,,,,,,,Recurring Consulting Services,Custom,Custom Product or Service - hourly (DecisionLender),,,,Add Ons
SHARED,DecisionLender4,Add On - Custom,MeridianLink,Custom Product - Monthly (DecisionLender),Monthly,Custom Product - Monthly,N,-1234.0,SHARED-0098,-1234.0,SHARED-0004,,,,,N,,Quote pricing.  Price is not actually -$1234.00,,,,,,,,,,,,,X,Other,Custom,Custom Product or Service - monthly (DecisionLender),,,,Add Ons
SHARED,DecisionLender4,Add On - Custom,MeridianLink,Custom Service - R&D (DecisionLender),Hourly,Custom Service - R&D,N,-1234.0,SHARED-0006,,,,,,,N,,Quote pricing.  Price is not actually -$1234.00,,,,,,,,,,,,,,Not Mapped,Custom,Custom Product or Service - R&D (DecisionLender),,,,Add Ons
SHARED,DecisionLender4,Add On - Custom,MeridianLink,Custom Product - Transaction Fee (DecisionLender),Standard,Custom Product - Transaction Fee,N,-1234.0,SHARED-0082,-1234.0,SHARED-0128,-1234.0,SHARED-0005,SHARED-0005,SHARED-0129,N,,Quote pricing.  Price is not actually -$1234.00,,,,,,,,,,,,,,Other,Custom,Custom Product or Service - transaction fee (DecisionLender),,,,Add Ons
SHARED,DecisionLender4,Add On - Custom Score,Zest AI,Zest Custom Score,Standard,Zest Custom Score,N,0.0,SHARED-0182,0.0,SHARED-0150,,,,,N,,,,,,,,,,,,,,,,Custom Score/Decisioning,Custom Score,Zest Custom Score,,,,Add Ons
SHARED,DecisionLender4,Add On - Custom Score,Zest AI,Zest Protect (DecisionLender),Standard,Zest Protect,N,0.0,SHARED-0625,0.0,SHARED-0626,,,,,N,,,,,,,,,,,,,,,,Custom Score/Decisioning,Custom Score,Zest Protect (DecisionLender),,,,Add Ons
SHARED,DecisionLender4,Add On - Data Integration,Gestalt,Gestalt Database (DecisionLender4),Standard,Gestalt Database,N,0.0,SHARED-0600,,,,,,,,,Refer Gestalt into clients for their database; we receive rev share,,,,1,,DL required VPN Item to be added,,,,,,,,Data & Reporting,Data Integration,Gestalt Database (DecisionLender4),,,,Add Ons
SHARED,DecisionLender4,Add On - Document Archival,MeridianLink,DocDownload(DecisionLender),Standard,DocDownload,N,5750.0,SHARED-0171,5500.0,SHARED-0167,,,,,N,,"Formerly known as DecisionLender Image Transfer. Also often called document imaging; Includes extract of IDV/IDA, loan app summary, and credit reports.",,,,,,,,,,,,,,Essential Systems,Document Archival,DocDownload(DecisionLender),,,,Add Ons
SHARED,DecisionLender4,Add On - Document Archival,JHA,Synergy Image Export,Standard,Synergy Image Export,N,5750.0,SHARED-0161,5500.0,SHARED-0148,,,,,,,,,,,,,,,,,,,,,Essential Systems,Document Archival,Synergy Image Export,,,,Add Ons
SHARED,DecisionLender4,Add On - Document Delivery,FSSI,Mailing (1-5 Page Envelope) DecisionLender,App Commitment / Mon,Mailing (1-5 Page Envelope),N,1625.0,SHARED-0413,,,2.55,SHARED-0418,,SHARED-0453,N,-1234.0,,,,,,,,,,,,,,,Essential Services,Document Delivery,Mailing (1-5 Page Envelope) DecisionLender,,,,Add Ons
SHARED,DecisionLender4,Add On - Document Delivery,FSSI,Mailing (21-40 Page Envelope) DecisionLender,App Commitment / Mon,Mailing (21-40 Page Envelope),N,0.0,SHARED-0433,,,14.25,SHARED-0431,,SHARED-0459,N,-1234.0,,,,,,,,,,,,,,,Essential Services,Document Delivery,Mailing (21-40 Page Envelope) DecisionLender,,,,Add Ons
SHARED,DecisionLender4,Add On - Document Delivery,FSSI,Mailing (41-60 Page Envelope) DecisionLender,App Commitment / Mon,Mailing (41-60 Page Envelope),N,0.0,SHARED-0434,,,26.25,SHARED-0429,,SHARED-0460,N,-1234.0,,,,,,,,,,,,,,,Essential Services,Document Delivery,Mailing (41-60 Page Envelope) DecisionLender,,,,Add Ons
SHARED,DecisionLender4,Add On - Document Delivery,FSSI,Mailing (61-80 Page Envelope) DecisionLender,App Commitment / Mon,Mailing (61-80 Page Envelope),N,0.0,SHARED-0435,,,30.7,SHARED-0432,,SHARED-0457,N,-1234.0,,,,,,,,,,,,,,,Essential Services,Document Delivery,Mailing (61-80 Page Envelope) DecisionLender,,,,Add Ons
SHARED,DecisionLender4,Add On - Document Delivery,FSSI,Mailing (6-20 Page Envelope) DecisionLender,App Commitment / Mon,Mailing (6-20 Page Envelope),N,0.0,SHARED-0438,,,9.25,SHARED-0439,,SHARED-0458,N,-1234.0,,,,,,,,,,,,,,,Essential Services,Document Delivery,Mailing (6-20 Page Envelope) DecisionLender,,,,Add Ons
SHARED,DecisionLender4,Add On - Document Delivery,FSSI,Mailing (81-100 Page Envelope) DecisionLender,App Commitment / Mon,Mailing (81-100 Page Envelope),N,0.0,SHARED-0430,,,34.0,SHARED-0436,,SHARED-0461,N,-1234.0,,,,,,,,,,,,,,,Essential Services,Document Delivery,Mailing (81-100 Page Envelope) DecisionLender,,,,Add Ons
SHARED,DecisionLender4,Add On - eSign,DocuSign,DocuSign - Advanced API,Per Envelope,DocuSign - Advanced API,N,2400.0,SHARED-0149,,,1.45,SHARED-0160,,SHARED-0574,N,145.0,"If quoting a commitment, the minimum monthly envelope commitment is 100.",,,,,,,,,,,,,,Docs/Disclosures & eSign,eSign,DocuSign - Advanced API,,,,Add Ons
SHARED,DecisionLender4,Add On - eSign,Kinective,IMM eSignature Hosted (on SAS),Per Envelope,Kinective eSignature Hosted (on SAS),N,2400.0,SHARED-0185,,,1.45,SHARED-0215,,,,,fka IMM eSignature Hosted (on SAS),,,,,,,,,,,,,,Not Mapped,eSign,IMM eSignature Hosted (on SAS),,,,Add Ons
